Billionaire_ID,Rank,Name,Net Worth,Age,Country,Source,Net_Worth_B,Industry_id
1431,1164,Alejandro Santo Domingo,$2.6 B,46,United States,Beer,2.6,8
1432,1164,John Tyson & family,$2.6 B,69,United States,Food processing,2.6,8
1433,1217,S. Daniel Abraham,$2.5 B,98,United States,Slim-Fast,2.5,8
1434,1217,Charles Bronfman,$2.5 B,91,Canada,Liquor,2.5,8
1435,1217,Vivek Chand Burman,$2.5 B,85,India,Consumer goods,2.5,8
1436,1217,Andrew Cherng,$2.5 B,75,United States,Fast food,2.5,8
1437,1217,Peggy Cherng,$2.5 B,75,United States,Fast food,2.5,8
1438,1217,Henry Davis,$2.5 B,72,United States,Beef processing,2.5,8
1439,1217,Prayudh Mahagitsiri,$2.5 B,77,Thailand,"Coffee, shipping",2.5,8
1440,1217,Wu Zhigang & family,$2.5 B,88,China,Bakery chain,2.5,8
1441,1272,Pan Laican,$2.4 B,65,China,Soy sauce,2.4,8
1442,1312,Jianping Lai,$2.3 B,65,China,Soy sauce,2.3,8
1443,1312,Li Haiyan,$2.3 B,65,China,Restaurants,2.3,8
1444,1312,Kishore Mariwala,$2.3 B,88,India,Consumer goods,2.3,8
1445,1312,Clayton Mathile,$2.3 B,82,United States,Pet food,2.3,8
1446,1312,Vadim Moshkovich,$2.3 B,55,Russia,"Agriculture, land",2.3,8
1447,1312,David Murdock,$2.3 B,99,United States,"Dole, real estate",2.3,8
1448,1312,Augusto Perfetti,$2.3 B,65,Italy,Candy,2.3,8
1449,1312,Giorgio Perfetti,$2.3 B,65,Italy,Candy,2.3,8
1450,1312,Richard Sands,$2.3 B,72,United States,Liquor,2.3,8
1451,1312,Paul-Heinz Wesjohann & family,$2.3 B,79,Germany,Chicken processing,2.3,8
1452,1368,Fu Guangming & family,$2.2 B,69,China,Poultry,2.2,8
1453,1368,Ni Yongpei & family,$2.2 B,71,China,Beverages,2.2,8
1454,1368,David Wertheim,$2.2 B,65,Israel,Coca-Cola Israel,2.2,8
1455,1368,Xu Yingzhuo,$2.2 B,55,China,Agribusiness,2.2,8
1456,1434,Travis Boersma,$2.1 B,52,United States,Coffee,2.1,8
1457,1434,Anand Burman,$2.1 B,70,India,Consumer goods,2.1,8
1458,1434,Andrei Krivenko,$2.1 B,47,Russia,Retail,2.1,8
1459,1434,Daniel Lubetzky,$2.1 B,54,United States,Snack bars,2.1,8
1460,1434,Shu Ping,$2.1 B,53,Singapore,Restaurants,2.1,8
1461,1434,Sun Mengquan & family,$2.1 B,73,China,Edible oil,2.1,8
1462,1434,Barbara Tyson,$2.1 B,74,United States,Food processing,2.1,8
1463,1434,Hamdi Ulukaya,$2.1 B,50,Turkey,Greek yogurt,2.1,8
1464,1434,Wei Ing-Chou,$2.1 B,69,Taiwan,"Food, beverages",2.1,8
1465,1434,Wei Yin-Chun,$2.1 B,66,Taiwan,"Food, beverages",2.1,8
1466,1434,Wei Yin-Heng,$2.1 B,64,Taiwan,"Food, beverages",2.1,8
1467,1434,Wei Ying-Chiao,$2.1 B,68,Taiwan,"Food, beverages",2.1,8
1468,1516,Maria Franca Fissolo,$2 B,88,Italy,"Nutella, chocolates",2.0,8
1469,1575,Alexandra Daitch,$1.9 B,60,United States,Cargill,1.9,8
1470,1575,Sol Daurella,$1.9 B,57,Spain,Coca-Cola bottler,1.9,8
1471,1575,James Leprino,$1.9 B,85,United States,Cheese,1.9,8
1472,1575,Sarah MacMillan,$1.9 B,69,United States,Cargill,1.9,8
1473,1575,Kentaro Ogawa,$1.9 B,74,Japan,Restaurants,1.9,8
1474,1575,Lucy Stitzer,$1.9 B,63,United States,Cargill,1.9,8
1475,1575,Charlotte Colket Weber,$1.9 B,80,United States,Campbell Soup,1.9,8
1476,1647,R.G. Chandramogan,$1.8 B,74,India,Dairy,1.8,8
1477,1647,Christopher Goldsbury,$1.8 B,80,United States,Salsa,1.8,8
1478,1647,Maike Oberwelland-Height,$1.8 B,65,Germany,Candy,1.8,8
1479,1647,Genhuo Shao,$1.8 B,57,China,Agribusiness,1.8,8
1480,1647,Bambang Sutantio,$1.8 B,64,Indonesia,Dairy & consumer products,1.8,8
1481,1725,Carl DeSantis,$1.7 B,83,United States,Energy drink,1.7,8
1482,1725,Xuhui Li,$1.7 B,54,China,Soy sauce,1.7,8
1483,1725,Jimmy John Liautaud,$1.7 B,59,United States,Sandwich chain,1.7,8
1484,1725,"Joe Rogers, Jr.",$1.7 B,76,United States,Waffle House,1.7,8
1485,1725,Xu Bingzhong,$1.7 B,49,China,Bars,1.7,8
1486,1804,Josef Boquoi & family,$1.6 B,89,Germany,Frozen foods,1.6,8
1487,1804,Andres Santo Domingo,$1.6 B,44,United States,Beer,1.6,8
1488,1804,Sathien Sathientham,$1.6 B,68,Thailand,energy drinks,1.6,8
1489,1804,Yuri Shefler,$1.6 B,55,Russia,Alcohol,1.6,8
1490,1804,Yubai Zhang,$1.6 B,58,China,Wine,1.6,8
1491,1905,Shiv Kishan Agrawal,$1.5 B,82,India,Snacks,1.5,8
1492,1905,Saket Burman,$1.5 B,46,United Kingdom,Consumer goods,1.5,8
1493,1905,Jim Koch,$1.5 B,73,United States,Beer,1.5,8
1494,1905,Mike Repole,$1.5 B,55,United States,Sports drink,1.5,8
1495,1905,Duke Reyes,$1.5 B,66,United States,Beer distribution,1.5,8
1496,1905,Tan Lili,$1.5 B,65,China,Feed,1.5,8
1497,1905,Tang Binsen,$1.5 B,40,China,Beverages,1.5,8
1498,1905,Tingdong Yang,$1.5 B,62,China,Brewery,1.5,8
1499,2020,Amit Burman,$1.4 B,53,India,Consumer goods,1.4,8
1500,2020,Guan Yihong,$1.4 B,53,China,Restaurant,1.4,8
1501,2020,Brandt Louie,$1.4 B,79,Canada,Drugstores,1.4,8
1502,2020,Yao Kuizhang,$1.4 B,58,China,Beverages,1.4,8
1503,2133,Wenjun Dai,$1.3 B,54,China,Food,1.3,8
1504,2133,Li Denghai,$1.3 B,73,China,Seed production,1.3,8
1505,2133,Itamar Locks & family,$1.3 B,68,Brazil,Agribusiness,1.3,8
1506,2133,Blairo Maggi,$1.3 B,66,Brazil,Agribusiness,1.3,8
1507,2133,Nguyen Dang Quang,$1.3 B,59,Vietnam,"Consumer products, banking",1.3,8
1508,2133,Nobutada Saji,$1.3 B,77,Japan,Beverages,1.3,8
1509,2133,Denis Shtengelov,$1.3 B,50,Russia,"Food, retail",1.3,8
1510,2133,Clemens Toennies,$1.3 B,66,Germany,Meat processing,1.3,8
1511,2133,Robert Toennies,$1.3 B,44,Germany,Meat processing,1.3,8
1512,2259,Chen Xianbao & family,$1.2 B,63,China,Food,1.2,8
1513,2259,Shirley Kao,$1.2 B,66,Taiwan,Food & beverage retailing,1.2,8
1514,2259,"Cargill MacMillan, III.",$1.2 B,63,United States,Cargill,1.2,8
1515,2259,John MacMillan,$1.2 B,73,United States,Cargill,1.2,8
1516,2259,Martha MacMillan,$1.2 B,71,United States,Cargill,1.2,8
1517,2259,William MacMillan,$1.2 B,68,United States,Cargill,1.2,8
1518,2259,Axel Oberwelland & family,$1.2 B,56,Germany,Candy,1.2,8
1519,2259,Vitaly Orlov,$1.2 B,58,Russia,Fisheries,1.2,8
1520,2259,Qian Ying,$1.2 B,57,China,Pig breeding,1.2,8
1521,2259,Hugo Ribeiro & family,$1.2 B,65,Brazil,Agribusiness,1.2,8
1522,2259,Francesco Saputo,$1.2 B,65,Canada,Cheese,1.2,8
1523,2259,Tony Tan Caktiong,$1.2 B,70,Philippines,Food,1.2,8
1524,2259,Drorit Wertheim,$1.2 B,67,Israel,Coca Cola Israel,1.2,8
1525,2259,Xu Jin,$1.2 B,58,China,Wine,1.2,8
1526,2405,Abigail Bennett,$1.1 B,42,United States,Liquor,1.1,8
1527,2405,Pradip Burman,$1.1 B,80,India,Consumer goods,1.1,8
1528,2405,Giuliana Caprotti,$1.1 B,82,Italy,Supermarkets,1.1,8
1529,2405,Marina Caprotti,$1.1 B,45,Italy,Supermarkets,1.1,8
1530,2405,Cheng Lili,$1.1 B,58,China,Poultry breeding,1.1,8
1531,2405,Carmen Daurella Aguilera,$1.1 B,65,Spain,Coca-Cola bottler,1.1,8
1532,2405,He Zuxun,$1.1 B,57,China,Pig breeding,1.1,8
1533,2405,Zachary Stern,$1.1 B,41,United States,Liquor,1.1,8
1534,2405,Tsao Ter-fung,$1.1 B,76,Taiwan,Food,1.1,8
1535,2405,Wan Long,$1.1 B,82,China,Food,1.1,8
1536,2405,Wu Xiangdong,$1.1 B,54,China,Liquor,1.1,8
1537,2405,Yanqiao Ye,$1.1 B,53,China,Soy sauce,1.1,8
1538,2405,Zhang Xuewu,$1.1 B,48,China,Snacks,1.1,8
1539,2540,Manohar Lal Agarwal,$1 B,68,India,Snacks,1.0,8
1540,2540,Cheng Antares,$1 B,65,Hong Kong,Liquor,1.0,8
1541,2540,Vera Rechulski Santo Domingo,$1 B,74,Brazil,Beer,1.0,8
1542,2540,David Tran & family,$1 B,77,United States,Hot sauce,1.0,8
1543,2540,Wen Pengcheng & family,$1 B,60,China,Agribusiness,1.0,8
1544,2540,"Richard Yuengling, Jr.",$1 B,80,United States,Beer,1.0,8
1545,29,Klaus-Michael Kuehne,$39.1 B,85,Germany,Shipping,39.1,9
1546,43,Gianluigi Aponte,$31.2 B,82,Switzerland,Shipping,31.2,9
1547,43,Rafaela Aponte-Diamant,$31.2 B,78,Switzerland,Shipping,31.2,9
1548,130,John Fredriksen,$13.7 B,78,Cyprus,Shipping,13.7,9
1549,184,"Jacques Saadé, Jr.",$9.8 B,51,France,Shipping,9.8,9
1550,184,Rodolphe Saadé,$9.8 B,53,France,Shipping,9.8,9
1551,184,Tanya Saadé Zeenny,$9.8 B,55,France,Shipping,9.8,9
1552,312,Enrique Razon Jr.,$7.3 B,63,Philippines,Ports,7.3,9
1553,397,Dennis Washington,$6.4 B,88,United States,"Construction, mining",6.4,9
1554,445,Helmut Sohmen,$5.7 B,83,Austria,Shipping,5.7,9
1555,455,Maria Angelicoussis,$5.6 B,41,Greece,Shipping,5.6,9
1556,455,Lai Meisong,$5.6 B,52,China,Package delivery,5.6,9
1557,523,Kjell Inge Rokke,$5.1 B,64,Norway,"Shipping, seafood",5.1,9
1558,591,Fred Smith,$4.6 B,78,United States,FedEx,4.6,9
1559,636,Johnelle Hunt,$4.3 B,91,United States,Trucking,4.3,9
1560,766,Brad Jacobs,$3.7 B,66,United States,Logistics,3.7,9
1561,787,Tung Chee Chen,$3.6 B,80,Hong Kong,Shipping,3.6,9
1562,818,Yang Shaopeng,$3.5 B,65,China,Shipping,3.5,9
1563,905,Lindsay Fox,$3.2 B,85,Australia,"Logistics, real estate",3.2,9
1564,905,Roman Trotsenko,$3.2 B,52,Russia,"Transport, engineering, real estate",3.2,9
1565,1067,Tung Chee Hwa,$2.8 B,85,Hong Kong,Shipping,2.8,9
1566,1104,Alexander Skorobogatko,$2.7 B,55,Russia,"Real estate, airport",2.7,9
1567,1164,Alexander Ponomarenko,$2.6 B,58,Russia,"Real estate, airport",2.6,9
1568,1368,Huijiao Yu,$2.2 B,57,China,Package delivery,2.2,9
1569,1647,Jim Thompson,$1.8 B,83,United Kingdom,Logistics,1.8,9
1570,1725,Lai Jianfa,$1.7 B,53,China,Express delivery,1.7,9
1571,1725,Zhang Xiaojuan,$1.7 B,53,China,Logistics,1.7,9
1572,1804,Norbert Dentressangle,$1.6 B,68,France,"Transport, logistics",1.6,9
1573,1804,Eiichi Kuriwada,$1.6 B,76,Japan,Package delivery,1.6,9
1574,1905,Chang Kuo-Hua,$1.5 B,68,Taiwan,"Shipping, airlines",1.5,9
1575,1905,G. Gnanalingam,$1.5 B,78,Malaysia,Ports,1.5,9
1576,1905,Lu Zongjun,$1.5 B,59,China,Logistics,1.5,9
1577,1905,Jerry Moyes & family,$1.5 B,79,United States,Transportation,1.5,9
1578,2020,Wang Jilei,$1.4 B,58,China,Logistics,1.4,9
1579,2133,Soegiarto Adikoesoemo,$1.3 B,85,Indonesia,Chemicals,1.3,9
1580,2133,Martin Moller Nielsen,$1.3 B,58,Denmark,Aircraft leasing,1.3,9
1581,2133,G. M. Rao,$1.3 B,72,India,Infrastructure,1.3,9
1582,2405,Liying Chen,$1.1 B,47,China,Package delivery,1.1,9
1583,2540,Chang Kuo-Ming,$1 B,65,Taiwan,Transportation,1.0,9
1584,2540,Masaru Wasami,$1 B,77,Japan,Logistics,1.0,9
1585,35,Miriam Adelson & family,$35 B,77,United States,Casinos,35.0,10
1586,128,Lui Che Woo,$13.9 B,94,Hong Kong,Casinos/hotels,13.9,10
1587,256,Karel Komarek,$8.1 B,54,Czech Republic,"Oil and gas, IT, lotteries",8.1,10
1588,325,Johann Graf,$7.1 B,76,Austria,Gambling,7.1,10
1589,352,Denise Coates,$6.8 B,55,United Kingdom,Online gambling,6.8,10
1590,455,Teddy Sagi,$5.6 B,51,Israel,Gambling software,5.6,10
1591,511,Mark Scheinberg,$5.2 B,49,Canada,Online gambling,5.2,10
1592,721,Gabe Newell,$3.9 B,60,United States,Videogames,3.9,10
1593,787,Pansy Ho,$3.6 B,60,Hong Kong,Casinos,3.6,10
1594,905,Steve Wynn,$3.2 B,81,United States,"Casinos, hotels",3.2,10
1595,905,Jon Yarbrough,$3.2 B,65,United States,Video games,3.2,10
1596,949,John Coates,$3.1 B,53,United Kingdom,Online gambling,3.1,10
1597,1067,Chen Lip Keong,$2.8 B,75,Malaysia,"Casinos, property, energy",2.8,10
1598,1272,Paul Gauselmann & family,$2.4 B,88,Germany,Gambling,2.4,10
1599,1312,Lim Kok Thay,$2.3 B,71,Malaysia,Casinos,2.3,10
1600,1434,William Boyd & family,$2.1 B,91,United States,"Casinos, banking",2.1,10
1601,1434,Elaine Wynn,$2.1 B,80,United States,"Casinos, hotels",2.1,10
1602,1804,Fredrik Österberg,$1.6 B,52,Sweden,Gambling products,1.6,10
1603,1905,Jens von Bahr,$1.5 B,52,Sweden,Gambling products,1.5,10
1604,2133,Kazuo Okada,$1.3 B,80,Japan,Casinos,1.3,10
1605,2133,Hajime Satomi,$1.3 B,81,Japan,"Video games, pachinko",1.3,10
1606,2259,Lawrence Ho,$1.2 B,46,Hong Kong,Casinos,1.2,10
1607,2405,Masayuki Ishihara,$1.1 B,74,Japan,Pachinko machines,1.1,10
1608,2405,Manuel Lao Hernández,$1.1 B,78,Spain,Casinos,1.1,10
1609,2540,Hideyuki Busujima,$1 B,70,Japan,Pachinko machines,1.0,10
1610,46,Reinhold Wuerth & family,$29.7 B,87,Germany,Fasteners,29.7,11
1611,64,He Xiangjian & family,$23.4 B,80,China,Home appliances,23.4,11
1612,65,Michael Hartono,$23.1 B,83,Indonesia,"Banking, tobacco",23.1,11
1613,67,James Ratcliffe,$22.9 B,70,United Kingdom,Chemicals,22.9,11
1614,77,Takemitsu Takizaki,$21 B,77,Japan,Sensors,21.0,11
1615,123,Goh Cheng Liang,$14.3 B,95,Singapore,Paints,14.3,11
1616,124,Aliko Dangote,$14.2 B,65,Nigeria,"Cement, sugar",14.2,11
1617,153,Viatcheslav Kantor,$11.3 B,69,Russia,"Fertilizer, real estate",11.3,11
1618,153,Anthony Pratt,$11.3 B,62,Australia,Manufacturing,11.3,11
1619,171,Viktor Rashnikov,$10.2 B,74,Russia,Steel,10.2,11
1620,190,Andrei Guryev & family,$9.7 B,63,Russia,Fertilizers,9.7,11
1621,190,Friedhelm Loh,$9.7 B,76,Germany,Manufacturing,9.7,11
1622,195,Luo Liguo & family,$9.6 B,67,China,Chemicals,9.6,11
1623,206,James Dyson,$9.3 B,75,United Kingdom,Vacuums,9.3,11
1624,215,Wang Liping & family,$9 B,57,China,Hydraulic machinery,9.0,11
1625,230,Chen Jianhua,$8.7 B,52,China,Chemicals,8.7,11
1626,239,Li Zhenguo & family,$8.5 B,55,China,Solar wafers and modules,8.5,11
1627,276,Li Shuirong & family,$7.8 B,66,China,Petrochemicals,7.8,11
1628,276,Lin Shu-hong,$7.8 B,94,Taiwan,Petrochemicals,7.8,11
1629,276,Yao Liangsong,$7.8 B,58,China,Furniture,7.8,11
1630,290,Andrew Currie,$7.6 B,67,United Kingdom,Chemicals,7.6,11
1631,290,John Reece,$7.6 B,66,United Kingdom,Chemicals,7.6,11
1632,305,Sri Prakash Lohia,$7.4 B,70,Indonesia,Petrochemicals,7.4,11
1633,305,Steven Rales,$7.4 B,72,United States,"Manufacturing, investments",7.4,11
1634,312,Benu Gopal Bangur,$7.3 B,91,India,Cement,7.3,11
1635,325,Liang Wengen,$7.1 B,66,China,Construction equipment,7.1,11
1636,325,Zhang Hejun,$7.1 B,71,China,Electronics,7.1,11
1637,332,Ashwin Dani & family,$7 B,80,India,Paints,7.0,11
1638,344,Liu Jincheng & family,$6.9 B,58,China,Lithium batteries,6.9,11
1639,365,Kjeld Kirk Kristiansen,$6.7 B,75,Denmark,Lego,6.7,11
1640,365,Sofie Kirk Kristiansen,$6.7 B,47,Denmark,Lego,6.7,11
1641,365,Thomas Kirk Kristiansen,$6.7 B,44,Denmark,Lego,6.7,11
1642,365,Lin Jianhua,$6.7 B,60,China,Solar panel components,6.7,11
1643,365,Magdalena Martullo-Blocher,$6.7 B,54,Switzerland,Chemicals,6.7,11
1644,365,Agnete Kirk Thinggaard,$6.7 B,39,Denmark,Lego,6.7,11
1645,383,Rahel Blocher,$6.6 B,47,Switzerland,Chemicals,6.6,11
1646,397,Dmitry Rybolovlev & family,$6.4 B,56,Russia,Fertilizer,6.4,11
1647,405,Stef Wertheimer & family,$6.3 B,96,Israel,Metalworking tools,6.3,11
1648,411,Ruan Liping,$6.2 B,58,Hong Kong,Power strips,6.2,11
1649,411,Ruan Xueping,$6.2 B,51,Hong Kong,Power strip,6.2,11
1650,466,Archie Aldis Emmerson & family,$5.5 B,93,United States,"Timberland, lumber mills",5.5,11
1651,466,Jiang Weiping & family,$5.5 B,68,China,Chemicals,5.5,11
1652,466,Mitchell Rales,$5.5 B,66,United States,"Manufacturing, investments",5.5,11
1653,486,Mahendra Choksi & family,$5.4 B,81,India,Paints,5.4,11
1654,486,Michael Pieper,$5.4 B,77,Switzerland,Kitchen appliances,5.4,11
1655,497,Ibrahim Erdemoglu,$5.3 B,60,Turkey,Carpet,5.3,11
1656,497,Ronald Wanek,$5.3 B,81,United States,Furniture,5.3,11
1657,523,Fang Wei,$5.1 B,49,China,Steel,5.1,11
1658,552,Jim Davis & family,$4.9 B,79,United States,New Balance,4.9,11
1659,567,H. Fisk Johnson,$4.8 B,64,United States,Cleaning products,4.8,11
1660,567,S. Curtis Johnson,$4.8 B,67,United States,Cleaning products,4.8,11
1661,567,Helen Johnson-Leipold,$4.8 B,66,United States,Cleaning products,4.8,11
1662,567,Winifred J. Marquart,$4.8 B,63,United States,Cleaning products,4.8,11
1663,567,Horst Julius Pudwill,$4.8 B,78,Germany,Manufacturing,4.8,11
1664,580,Ali Erdemoglu,$4.7 B,63,Turkey,Carpet,4.7,11
1665,580,Li Gaiteng,$4.7 B,50,China,Hair dryers,4.7,11
1666,591,Li Chunan,$4.6 B,54,China,Solar wafers and modules,4.6,11
1667,591,Maximilian Viessmann,$4.6 B,34,Germany,"Heating, cooling equipment",4.6,11
1668,611,Xu Jinfu & family,$4.5 B,59,China,Chemicals,4.5,11
1669,611,You Xiaoping & family,$4.5 B,65,China,Polyurethanes,4.5,11
1670,624,Neal Blue & family,$4.4 B,88,United States,Defense,4.4,11
1671,624,Qian Dongqi & family,$4.4 B,65,China,Home-cleaning robots,4.4,11
1672,636,Wang Junshi & family,$4.3 B,74,China,Solar inverters,4.3,11
1673,679,Antti Herlin,$4.1 B,66,Finland,"Elevators, escalators",4.1,11
1674,679,Hong Jie,$4.1 B,55,China,Paint,4.1,11
1675,679,Peter Spuhler,$4.1 B,63,Switzerland,Train cars,4.1,11
1676,699,Vinod Rai Gupta,$4 B,77,India,Electrical equipment,4.0,11
1677,699,Koon Poh Keong,$4 B,61,Malaysia,Aluminum,4.0,11
1678,699,Paul Lee,$4 B,65,United States,Battery separators,4.0,11
1679,721,Juergen Blickle,$3.9 B,76,Germany,Auto parts,3.9,11
1680,721,Ruan Hongliang & family,$3.9 B,62,China,Glass,3.9,11
1681,721,Yu Renrong,$3.9 B,57,China,Semiconductors,3.9,11
1682,748,Elizabeth Uihlein,$3.8 B,77,United States,Packaging materials,3.8,11
1683,748,Richard Uihlein,$3.8 B,77,United States,Packaging materials,3.8,11
1684,766,Shigenobu Nagamori,$3.7 B,78,Japan,Motors,3.7,11
1685,766,Wang Yanqing & family,$3.7 B,56,China,Electrical equipment,3.7,11
1686,787,Zhang Jian,$3.6 B,54,China,"Electric bikes, scooters",3.6,11
1687,818,Giuseppe Crippa & family,$3.5 B,87,Italy,Microchip testing,3.5,11
1688,818,Patrick Lee,$3.5 B,81,Hong Kong,Paper,3.5,11
1689,818,Wim van der Leegte & family,$3.5 B,75,Netherlands,Manufacturing,3.5,11
1690,818,Barry Zekelman,$3.5 B,56,Canada,Steel,3.5,11
1691,852,Markus Blocher,$3.4 B,52,Switzerland,Chemicals,3.4,11
1692,878,Bill Austin,$3.3 B,81,United States,Hearing aids,3.3,11
1693,878,Chen Shibin,$3.3 B,56,China,Quartz products,3.3,11
1694,878,Todd Wanek,$3.3 B,59,United States,Furniture,3.3,11
1695,878,Xue Hua,$3.3 B,53,China,Agribusiness,3.3,11
1696,905,Arun Bharat Ram,$3.2 B,82,India,Chemicals,3.2,11
1697,905,Chen Kaixuan,$3.2 B,64,China,Household chemicals,3.2,11
1698,905,Antonio Del Valle Ruiz & family,$3.2 B,84,Mexico,Chemicals,3.2,11
1699,905,Li Liangbin,$3.2 B,55,China,Lithium,3.2,11
1700,905,Liang Feng,$3.2 B,54,China,Manufacturing,3.2,11
1701,905,Isabella Seràgnoli,$3.2 B,77,Italy,Packaging,3.2,11
1702,905,Zhou Bajin,$3.2 B,87,China,Auto parts,3.2,11
1703,949,Cho Tak Wong,$3.1 B,76,Hong Kong,Auto parts,3.1,11
1704,949,Gurbachan Singh Dhingra,$3.1 B,72,India,Paints,3.1,11
1705,949,Kuldip Singh Dhingra,$3.1 B,75,India,Paints,3.1,11
1706,949,Charles Edelstenne,$3.1 B,85,France,Aviation,3.1,11
1707,949,Kuok Khoon Hong,$3.1 B,73,Singapore,Palm oil,3.1,11
1708,949,Yin Yee Lee,$3.1 B,71,China,Glass,3.1,11
1709,949,Vladimir Litvinenko & family,$3.1 B,67,Russia,Chemical industry,3.1,11
1710,982,Susan Carol Holland,$3 B,66,Italy,Hearing aids,3.0,11
1711,982,Vivek Jain,$3 B,67,India,Chemicals,3.0,11
1712,982,Martua Sitorus,$3 B,63,Indonesia,Palm oil,3.0,11
1713,982,Zhu Gongshan & family,$3 B,65,China,Solar panel materials,3.0,11
1714,1027,Gu Yuhua & family,$2.9 B,73,China,Furniture,2.9,11
1715,1027,Li Xiaohua & family,$2.9 B,61,China,Packaging,2.9,11
1716,1027,Liu Xiaodong,$2.9 B,55,China,Flavorings,2.9,11
1717,1067,Du Jiangtao & family,$2.8 B,53,China,Chemicals,2.8,11
1718,1067,Li Weiguo,$2.8 B,58,China,Construction materials,2.8,11
1719,1067,Dmitry Mazepin,$2.8 B,54,Russia,Chemicals,2.8,11
1720,1067,Madhukar Parekh,$2.8 B,76,India,Adhesives,2.8,11
1721,1067,Sun Shoukuan,$2.8 B,73,China,"Metals, coal",2.8,11
1722,1067,Tseng Cheng,$2.8 B,61,Taiwan,Petrochemicals,2.8,11
1723,1067,Wong Luen Hei,$2.8 B,61,China,Building materials,2.8,11
1724,1067,Zhu Xingming,$2.8 B,56,China,Electrical equipment,2.8,11
1725,1104,Andrei Bokarev,$2.7 B,56,Russia,"Metals, mining",2.7,11
1726,1104,Hans Langer,$2.7 B,71,Germany,3D printing,2.7,11
1727,1104,Frank Laukien,$2.7 B,63,United States,Scientific equipment,2.7,11
1728,1104,Salil Singhal,$2.7 B,75,India,Agrochemicals,2.7,11
1729,1104,Wong Man Li,$2.7 B,58,Hong Kong,Furniture,2.7,11
1730,1164,Miriam Baumann-Blocher,$2.6 B,48,Switzerland,Chemicals,2.6,11
1731,1164,Chen Zhiping,$2.6 B,47,China,E-cigarettes,2.6,11
1732,1164,Deng Weiming & family,$2.6 B,54,China,Battery components,2.6,11
1733,1164,Fiona Geminder,$2.6 B,58,Australia,Manufacturing,2.6,11
1734,1164,Hans Georg Naeder,$2.6 B,61,Germany,Prosthetics,2.6,11
1735,1164,Dieter Schnabel,$2.6 B,77,Germany,Chemicals,2.6,11
1736,1164,Julia Thiele-Schuerhoff,$2.6 B,51,Germany,"Brakes, investments",2.6,11
1737,1164,Anna Katharina Viessmann,$2.6 B,65,Germany,Heating and cooling equipment,2.6,11
1738,1217,Yadu Hari Dalmia & family,$2.5 B,75,India,Cement,2.5,11
1739,1217,Sandeep Engineer,$2.5 B,61,India,Plastic pipes,2.5,11
1740,1217,Li Hongxin & family,$2.5 B,70,China,Paper & related products,2.5,11
1741,1217,Eren Ozmen,$2.5 B,64,United States,Aerospace,2.5,11
1742,1272,Catherine Lozick,$2.4 B,77,United States,Valve manufacturing,2.4,11
1743,1272,Fatih Ozmen,$2.4 B,65,United States,Aerospace,2.4,11
1744,1272,Qiu Jianping & family,$2.4 B,61,China,Hand tools,2.4,11
1745,1272,Yang Jianliang & family,$2.4 B,53,China,Machinery,2.4,11
1746,1272,Yang Weidong & family,$2.4 B,54,China,Chemicals,2.4,11
1747,1312,Chu Lam Yiu,$2.3 B,53,Hong Kong,Flavorings,2.3,11
1748,1312,Xicheng Wang & family,$2.3 B,74,China,Tires,2.3,11
1749,1312,Xu Shugen,$2.3 B,57,China,"Construction, mining machinery",2.3,11
1750,1312,Zhang Jingzhang & family,$2.3 B,87,China,Precision machinery,2.3,11
1751,1368,Heloise Pratt,$2.2 B,60,Australia,"Manufacturing, investment",2.2,11
1752,1368,Tang Jinkui & family,$2.2 B,67,China,"Textiles, petrochemicals",2.2,11
1753,1368,Yeung Kin-man,$2.2 B,59,Hong Kong,Electronics,2.2,11
1754,1368,Clayton Zekelman,$2.2 B,54,Canada,Steel,2.2,11
1755,1434,Cao Ji,$2.1 B,71,China,Manufacturing,2.1,11
1756,1434,Xingjiang Gao,$2.1 B,59,China,Steel,2.1,11
1757,1434,Huang Min,$2.1 B,49,China,Machinery,2.1,11
1758,1434,Lam Wai-ying,$2.1 B,65,Hong Kong,Smartphone screens,2.1,11
1759,1434,Liu Chengyu & family,$2.1 B,60,China,Power supply equipment,2.1,11
1760,1434,Eugene Murtagh,$2.1 B,80,Ireland,Building materials,2.1,11
1761,1434,Ni Zugen,$2.1 B,66,China,Appliances,2.1,11
1762,1434,Yu Qibing & family,$2.1 B,57,China,Glass,2.1,11
1763,1434,Yuan Fugen & family,$2.1 B,72,China,Metal processing,2.1,11
1764,1434,Zhang Ning & family,$2.1 B,49,Canada,Chemicals,2.1,11
1765,1516,Cao Jianwei,$2 B,44,China,Semiconductors,2.0,11
1766,1516,Huwen Chen,$2 B,52,China,Stationery,2.0,11
1767,1516,Huang Dawen,$2 B,62,Hong Kong,Silicon,2.0,11
1768,1516,Liang Zhaoxian,$2 B,58,China,Appliances,2.0,11
1769,1516,Aloke Lohia,$2 B,64,India,Petrochemicals,2.0,11
1770,1516,Cunhui Nan,$2 B,59,China,Power equipment,2.0,11
1771,1516,Bhadresh Shah,$2 B,71,India,Engineering,2.0,11
1772,1516,Michal Strnad,$2 B,30,Czech Republic,Defense Contracting,2.0,11
1773,1516,William Young,$2 B,82,United States,Plastics,2.0,11
1774,1516,Zhang Wanzhen,$2 B,73,China,Electronics components,2.0,11
1775,1575,Huxiong Chen,$1.9 B,52,China,Stationery,1.9,11
