"Rank","Name","Net Worth","Age","Country | Territory","Source","Industry"
"2259","Sandro Veronesi & family","$1.2 B","63","Italy","Fashion","Fashion & Retail"
"2259","Thongma Vijitpongpun","$1.2 B","65","Thailand","Real estate","Real Estate"
"2259","Thomas von Koch","$1.2 B","57","Sweden","Asset management","Finance & Investments"
"2259","Wang Fuji","$1.2 B","N/A","China","Pharmaceuticals","Healthcare"
"2259","Wang Shih-Chung","$1.2 B","61","Taiwan","Pneumatic equipments","Manufacturing"
"2259","Wang Xiaoshen","$1.2 B","54","China","Lithium","Manufacturing"
"2259","J. Wayne Weaver","$1.2 B","87","United States","Shoes","Diversified"
"2259","Drorit Wertheim","$1.2 B","67","Israel","Coca Cola Israel","Food & Beverage"
"2259","Cameron Winklevoss","$1.2 B","41","United States","Cryptocurrency","Finance & Investments"
"2259","Tyler Winklevoss","$1.2 B","41","United States","Cryptocurrency","Finance & Investments"
"2259","Wu Chung-yi","$1.2 B","67","Taiwan","Manufacturing","Manufacturing"
"2259","Eugene Wu","$1.2 B","77","Taiwan","Finance","Finance & Investments"
"2259","Wu Yonghua","$1.2 B","52","China","Apparel","Fashion & Retail"
"2259","Xia Xinde","$1.2 B","58","China","Batteries","Manufacturing"
"2259","Wenbo Xiang","$1.2 B","60","China","Manufacturing","Manufacturing"
"2259","Xu Jin","$1.2 B","58","China","Wine","Food & Beverage"
"2259","Xu Shijun & family","$1.2 B","60","China","Manufacturing","Manufacturing"
"2259","Wanmao Xu","$1.2 B","78","China","Education","Service"
"2259","Xu Yuejuan","$1.2 B","61","China","Petro Fibre","Manufacturing"
"2259","Vadim Yakunin","$1.2 B","60","Russia","Pharmacy","Healthcare"
"2259","Yang Yunyun","$1.2 B","46","China","Retail","Fashion & Retail"
"2259","Matei Zaharia","$1.2 B","37","Romania","Data analytics","Technology"
"2259","Zan Shengda","$1.2 B","60","China","Diversified","Diversified"
"2259","Zhang Xuezheng","$1.2 B","47","China","Telecom","Technology"
"2259","Zhang Yin","$1.2 B","66","China","Paper manufacturing","Manufacturing"
"2259","Zhao Ning","$1.2 B","56","United States","Pharmaceuticals","Healthcare"
"2259","Zhou Wen & family","$1.2 B","58","China","Chemicals","Manufacturing"
"2259","Zhu Xingliang","$1.2 B","63","China","Construction","Construction & Engineering"
"2405","Hari Krishan Agarwal","$1.1 B","66","India","Sports shoes","Fashion & Retail"
"2405","Farkhad Akhmedov","$1.1 B","67","Russia","Investments","Energy"
"2405","Prem Kumar Arora","$1.1 B","84","India","Pharmaceuticals","Healthcare"
"2405","Joseph Bae","$1.1 B","51","United States","Private equity","Finance & Investments"
"2405","Abigail Bennett","$1.1 B","42","United States","Liquor","Food & Beverage"
"2405","Sara Blakely","$1.1 B","52","United States","Spanx","Fashion & Retail"
"2405","Lloyd Blankfein","$1.1 B","68","United States","Banking","Finance & Investments"
"2405","Henadiy Boholyubov","$1.1 B","61","Ukraine","Banking, investments","Diversified"
"2405","Stephane Bonvin","$1.1 B","56","Switzerland","Real estate","Real Estate"
"2405","Oleg Boyko","$1.1 B","58","Russia","Diversified","Diversified"
"2405","Ryan Breslow","$1.1 B","28","United States","E-commerce software","Technology"
"2405","Thomas Bruch","$1.1 B","72","Germany","Retail","Fashion & Retail"
"2405","Marina Budiman","$1.1 B","61","Indonesia","Data centers","Technology"
"2405","Pradip Burman","$1.1 B","80","India","Consumer goods","Food & Beverage"
"2405","Cai Hongbin","$1.1 B","N/A","China","Pharmaceuticals","Healthcare"
"2405","Cao Kejian","$1.1 B","60","China","Air compressors","Manufacturing"
"2405","Giuliana Caprotti","$1.1 B","82","Italy","Supermarkets","Food & Beverage"
"2405","Marina Caprotti","$1.1 B","45","Italy","Supermarkets","Food & Beverage"
"2405","Chang Jing","$1.1 B","40","China","Technology","Technology"
"2405","Chen Baohua","$1.1 B","61","China","Pharmaceutical","Healthcare"
"2405","Gang Chen","$1.1 B","55","China","Solar energy","Energy"
"2405","Liying Chen","$1.1 B","47","China","Package delivery","Logistics"
"2405","Tony Chen","$1.1 B","73","Taiwan","Electronics","Technology"
"2405","Chen Xueling","$1.1 B","55","China","Stationery","Manufacturing"
"2405","Cheng Lili","$1.1 B","58","China","Poultry breeding","Food & Beverage"
"2405","Cho Jyh-jer","$1.1 B","N/A","Taiwan","Semiconductors","Technology"
"2405","Weili Dai","$1.1 B","61","United States","Semiconductors","Technology"
"2405","Carmen Daurella Aguilera","$1.1 B","N/A","Spain","Coca-Cola bottler","Food & Beverage"
"2405","Deng Yingzhong","$1.1 B","72","China","Paper","Manufacturing"
"2405","Shlomo Eliahu","$1.1 B","87","Israel","Insurance","Finance & Investments"
"2405","Henry Engelhardt","$1.1 B","65","United States","Insurance","Finance & Investments"
"2405","Gabriel Escarrer","$1.1 B","88","Spain","Hotels","Service"
"2405","Daniel Feffer","$1.1 B","63","Brazil","Pulp and paper","Manufacturing"
"2405","Ruben Feffer","$1.1 B","53","Brazil","Pulp and paper","Manufacturing"
"2405","Gleb Fetisov","$1.1 B","56","Russia","Investments","Telecom"
"2405","Paul Fireman","$1.1 B","79","United States","Reebok","Fashion & Retail"
"2405","Robert Fisher","$1.1 B","69","United States","Gap","Fashion & Retail"
"2405","Bernd Freier","$1.1 B","66","Germany","Fashion retail","Fashion & Retail"
"2405","Donald Friese","$1.1 B","82","United States","Manufacturing","Manufacturing"
"2405","Gan Zhongru","$1.1 B","74","China","Pharmaceuticals","Healthcare"
"2405","Rahul Gautam","$1.1 B","70","India","Mattresses","Fashion & Retail"
"2405","David Golub","$1.1 B","60","United States","Private equity","Finance & Investments"
"2405","Pavel Golubkov","$1.1 B","47","Russia","Building, development","Real Estate"
"2405","Cristina Green","$1.1 B","N/A","United Kingdom","Fashion retail","Fashion & Retail"
"2405","Philip Green","$1.1 B","N/A","United Kingdom","Fashion retail","Fashion & Retail"
"2405","Said Gutseriev","$1.1 B","34","Russia","Retail, investments","Energy"
"2405","Polys Haji-Ioannou","$1.1 B","63","Cyprus","EasyJet","Service"
"2405","He Zuxun","$1.1 B","57","China","Pig breeding","Food & Beverage"
"2405","Christian Herz","$1.1 B","N/A","Germany","Coffee","Finance & Investments"
"2405","Michaela Herz","$1.1 B","N/A","Germany","Coffee","Finance & Investments"
"2405","David Hindawi","$1.1 B","78","United States","Software","Technology"
"2405","Huang Shan","$1.1 B","52","China","Software","Technology"
"2405","Huang Xiaofen & family","$1.1 B","61","China","Printed circuit boards","Technology"
"2405","Hiroshi Ishibashi","$1.1 B","76","Japan","Tires","Automotive"
"2405","Masayuki Ishihara","$1.1 B","74","Japan","Pachinko machines","Gambling & Casinos"
"2405","Chatchai Kaewbootta","$1.1 B","71","Thailand","Auto loans","Finance & Investments"
"2405","Nikhil Kamath","$1.1 B","36","India","Financial services","Finance & Investments"
"2405","Jonas Kamprad","$1.1 B","57","Sweden","IKEA","Finance & Investments"
"2405","Mathias Kamprad","$1.1 B","53","Sweden","IKEA","Finance & Investments"
"2405","Peter Kamprad","$1.1 B","59","Sweden","IKEA","Finance & Investments"
"2405","Fumio Kaneko","$1.1 B","66","Japan","Waste management","Service"
"2405","Sunjay Kapur","$1.1 B","51","United States","Auto parts","Automotive"
"2405","Ali Metin Kazanci","$1.1 B","88","Turkey","Energy","Energy"
"2405","Kangbao Ke & family","$1.1 B","60","China","Retailing","Healthcare"
"2405","Carsten Koerl","$1.1 B","58","Germany","Sports data","Sports"
"2405","Koo Bon-sik","$1.1 B","64","South Korea","LG","Technology"
"2405","Andrei Kosogov","$1.1 B","62","Russia","Banking","Energy"
"2405","Yogesh Kothari","$1.1 B","74","India","Specialty chemicals","Manufacturing"
"2405","Arvind Lal","$1.1 B","73","India","Medical diagnostics","Healthcare"
"2405","Manuel Lao Hernández","$1.1 B","78","Spain","Casinos","Gambling & Casinos"
"2405","Lee Joong-keun","$1.1 B","82","South Korea","Construction, real estate","Construction & Engineering"
"2405","Nancy Lerner","$1.1 B","62","United States","Banking, credit cards","Finance & Investments"
"2405","Norma Lerner","$1.1 B","87","United States","Banking","Finance & Investments"
"2405","Randolph Lerner","$1.1 B","61","United States","Banking, credit cards","Finance & Investments"
"2405","Lin Zhijun","$1.1 B","47","China","Medical devices","Healthcare"
"2405","Lin Zhixiong & family","$1.1 B","49","China","Medical devices","Healthcare"
"2405","Jeffrey Lorberbaum","$1.1 B","68","United States","Flooring","Manufacturing"
"2405","Lu Rongfu","$1.1 B","52","China","Telecommunication","Telecom"
"2405","Lyu Yixiong","$1.1 B","60","China","Cosmetics","Fashion & Retail"
"2405","Soichiro Minami","$1.1 B","46","Japan","Internet and software","Technology"
"2405","Pawan Munjal","$1.1 B","68","India","Two wheelers","Automotive"
"2405","Renu Munjal","$1.1 B","68","India","Two wheelers","Automotive"
"2405","Suman Munjal","$1.1 B","70","India","Motorcycles","Automotive"
"2405","Dmitry Nikolaev","$1.1 B","56","Russia","Coal","Energy"
"2405","Sjamsul Nursalim","$1.1 B","81","Indonesia","Tires, retail","Automotive"
"2405","Adrian Paval","$1.1 B","54","Romania","Retail","Fashion & Retail"
"2405","Antonio Percassi","$1.1 B","69","Italy","Real estate, diversified","Diversified"
"2405","Kevin Plank","$1.1 B","50","United States","Under Armour","Fashion & Retail"
"2405","G.V. Prasad","$1.1 B","62","India","Pharmaceuticals","Healthcare"
"2405","Pu Zhongjie & family","$1.1 B","60","China","Medical equipment","Healthcare"
"2405","Rao Wei & family","$1.1 B","58","China","Pharmaceuticals","Healthcare"
"2405","Helena Revoredo","$1.1 B","76","Spain","Security services","Service"
"2405","Matthew Roszak","$1.1 B","50","United States","Cryptocurrency","Finance & Investments"
"2405","Paul Sciarra","$1.1 B","42","United States","Pinterest","Technology"
"2405","Rajesh Sharma","$1.1 B","53","India","Finance","Finance & Investments"
"2405","Dean Solon","$1.1 B","58","United States","Solar systems","Energy"
"2405","Michael Spencer","$1.1 B","67","United Kingdom","Stock exchange","Finance & Investments"
"2405","Joseph Steinberg","$1.1 B","79","United States","Investments","Finance & Investments"
"2405","Zachary Stern","$1.1 B","41","United States","Liquor","Food & Beverage"
"2405","Manny Stul","$1.1 B","73","Australia","Toys","Manufacturing"
"2405","Sun Hongjun","$1.1 B","49","China","Semiconductors","Technology"
"2405","Sun Weijie","$1.1 B","59","China","Oilfield equipment","Manufacturing"
"2405","Sehat Sutardja","$1.1 B","61","United States","Semiconductors","Technology"
"2405","Min-Liang Tan","$1.1 B","45","Singapore","gaming","Media & Entertainment"
"2405","Tan Yu Yeh","$1.1 B","52","Malaysia","Retail","Fashion & Retail"
"2405","Tang Aoqi & family","$1.1 B","77","China","Auto parts","Automotive"
"2405","Vonnarat Tangkaravakoon","$1.1 B","51","Thailand","Wire & cables, paints","Manufacturing"
"2405","Tsao Ter-fung","$1.1 B","76","Taiwan","Food","Food & Beverage"
"2405","Tung Ching Sai","$1.1 B","58","China","Manufacturing","Manufacturing"
"2405","Arkady Volozh","$1.1 B","59","Russia","Search engine","Technology"
"2405","Peter-Alexander Wacker","$1.1 B","71","Germany","Chemicals","Manufacturing"
"2405","Wan Long","$1.1 B","82","China","Food","Food & Beverage"
"2405","Wang Han","$1.1 B","35","China","Airline","Diversified"
"2405","Lars Wingefors","$1.1 B","46","Sweden","Video games","Media & Entertainment"
"2405","Allan Wong","$1.1 B","73","Hong Kong","Electronics","Manufacturing"
"2405","Tiger Woods","$1.1 B","47","United States","Golf","Sports"
"2405","Horst Wortmann","$1.1 B","81","Germany","Footwear","Fashion & Retail"
"2405","Wu Kaiting","$1.1 B","53","Hong Kong","Electronics","Telecom"
"2405","Wu Li-gann","$1.1 B","82","Taiwan","Electronic components","Manufacturing"
"2405","Wu Xiangdong","$1.1 B","54","China","Liquor","Food & Beverage"
"2405","Xiu Laigui","$1.1 B","68","China","Pharmaceuticals","Healthcare"
"2405","Xu Jiangnan","$1.1 B","61","China","Vitamins","Healthcare"
"2405","Xue Jiping","$1.1 B","72","China","Cable","Telecom"
"2405","Yao Hsiao Tung","$1.1 B","83","Singapore","Manufacturing","Manufacturing"
"2405","Ye Qiongjiu","$1.1 B","68","China","Software","Technology"
"2405","Yanqiao Ye","$1.1 B","53","China","Soy sauce","Food & Beverage"
"2405","Yeh Kuo-I","$1.1 B","81","Taiwan","Manufacturing","Manufacturing"
"2405","Yu Faxiang","$1.1 B","51","China","Tourism, cultural industry","Media & Entertainment"
"2405","Zeng Chaolin","$1.1 B","40","China","Aluminium","Metals & Mining"
"2405","Kapeng Zhang","$1.1 B","58","China","Building materials","Construction & Engineering"
"2405","Zhang Xuansong","$1.1 B","51","China","Supermarkets","Fashion & Retail"
"2405","Zhang Xuewu","$1.1 B","48","China","Snacks","Food & Beverage"
"2405","Zhu Yiming","$1.1 B","50","China","Semiconductors","Technology"
"2405","Zhu Zhaojiang","$1.1 B","49","China","Smartphones","Manufacturing"
"2405","Zhuo Jun","$1.1 B","57","Hong Kong","Printed circuit boards","Manufacturing"
"2540","Manohar Lal Agarwal","$1 B","68","India","Snacks","Food & Beverage"
"2540","Christian Angermayer","$1 B","44","Germany","Investments","Finance & Investments"
"2540","Ryuji Arai","$1 B","76","Japan","Retail","Fashion & Retail"
"2540","Anna Maria Braun","$1 B","44","Germany","Medical technology","Healthcare"
"2540","Johanna Braun","$1 B","43","Germany","Medical technology","Healthcare"
"2540","Karl Friedrich Braun","$1 B","40","Germany","Medical technology","Healthcare"
"2540","Ludwig Theodor Braun","$1 B","33","Germany","Medical technology","Healthcare"
"2540","Ana Maria Brescia Cafferata","$1 B","98","Peru","Mining, banking","Diversified"
"2540","Jimmy Buffett","$1 B","76","United States","Entertainment, Margaritaville","Media & Entertainment"
"2540","Hideyuki Busujima","$1 B","70","Japan","Pachinko machines","Gambling & Casinos"
"2540","Edouard Carmignac","$1 B","75","France","Asset management","Finance & Investments"
"2540","Chang Kuo-Ming","$1 B","N/A","Taiwan","Transportation","Logistics"
"2540","Chen Jiancheng","$1 B","64","China","Manufacturing","Manufacturing"
"2540","Rui Chen","$1 B","45","China","Online entertainment","Media & Entertainment"
"2540","Chen Shiliang","$1 B","59","China","Polyester","Manufacturing"
"2540","Tianqiao Chen","$1 B","49","China","Online games","Technology"
"2540","Yuantai Chen","$1 B","55","China","Batteries","Energy"
"2540","Cheng Antares","$1 B","65","Hong Kong","Liquor","Food & Beverage"
"2540","Kochouseph Chittilappilly","$1 B","72","India","Electrical appliances","Manufacturing"
"2540","John Christodoulou","$1 B","57","United Kingdom","Real estate","Real Estate"
"2540","Pollyanna Chu","$1 B","64","Hong Kong","Financial services, property","Finance & Investments"
"2540","Turgay Ciner","$1 B","67","Turkey","Diversified","Diversified"
"2540","Benoit Dageville","$1 B","56","United States","Software","Technology"
"2540","Mark Dixon","$1 B","63","United Kingdom","Office real estate","Real Estate"
"2540","Du Yulin & family","$1 B","50","China","Software","Technology"
"2540","Feng Yuxia","$1 B","58","China","Pharmaceuticals","Healthcare"
"2540","Benedicte Find","$1 B","68","Denmark","Medical devices","Healthcare"
"2540","William Fisher","$1 B","66","United States","Gap","Fashion & Retail"
"2540","Gao Yunfeng","$1 B","56","China","Industrial lasers","Manufacturing"
"2540","Jianming Geng","$1 B","60","China","Real estate","Real Estate"
"2540","Sven Hagströmer","$1 B","79","Sweden","Financial services","Finance & Investments"
"2540","Clelia Haji-Ioannou","$1 B","52","Cyprus","EasyJet","Service"
"2540","Stelios Haji-Ioannou","$1 B","56","Cyprus","EasyJet","Service"
"2540","Hang Hong","$1 B","55","China","Machinery","Manufacturing"
"2540","He Yamin & family","$1 B","66","China","Manufacturing","Manufacturing"
"2540","Ghan Djoe Hiang","$1 B","79","Indonesia","Coal","Energy"
"2540","Hong Feng","$1 B","46","China","Smartphones","Technology"
"2540","Hong Seok-joh","$1 B","70","South Korea","Convenience stores","Fashion & Retail"
"2540","Hu Gengxi & family","$1 B","59","China","Bio-Pharma","Healthcare"
"2540","Danilo Iervolino","$1 B","45","Italy","Online universities","Technology"
"2540","Hedda im Brahm-Droege","$1 B","68","Germany","Investments","Finance & Investments"
"2540","Inder Jaisinghani","$1 B","70","India","Cables & wires","Manufacturing"
"2540","LeBron James","$1 B","38","United States","Basketball","Sports"
"2540","Johan Johannson","$1 B","56","Norway","Grocery stores","Fashion & Retail"
"2540","Morris Kahn","$1 B","93","Israel","Software","Technology"
"2540","Ashok Kajaria","$1 B","75","India","Tiles","Manufacturing"
"2540","Marcelo Kalim","$1 B","53","Brazil","Banking","Finance & Investments"
"2540","Ken Kendrick","$1 B","79","United States","Banking, sports team","Sports"
